Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
TPH1,0.165283,0.055807,0.127585,0.097441,0.0984981,0.0583172
TPH2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPI1,198.007,183.376,189.443,180.925,183.754,187.658
TPK1,13.3511,11.9609,13.5603,9.13979,9.59353,8.76672
TPM1,114.154,103.295,106.095,193.943,266.393,232.755
TPM2,38.7126,27.1771,28.2142,42.2691,44.4612,40.2375
TPM3,507.597,509.185,550.304,514.849,489.487,484.736
TPM4,1652.48,1346.6,1512.08,1062.85,1082.83,1060.23
TPMT,18.3095,20.3689,21.6163,18.3185,14.6956,15.7451
TPO,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPP1,484.127,524.81,490.157,512.12,517.046,501.297
TPP2,92.0801,110.662,111.453,97.5755,91.168,91.4577
TPPP,0.936596,0.669663,0.619693,0.467709,0.29549,0.427647
TPPP2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPPP3,0.036731,0.297629,0.218716,0.0779532,0.0197012,0.0388788
TPR,233.542,236.056,237.014,230.073,227.388,222.045
TPRA1,50.6495,51.843,50.0309,42.8342,42.1367,42.0258
TPRG1,0.036731,0.0186036,1.82E-06,0.0389776,0.0394004,0.116632
TPRG1L,142.068,141.261,138.683,136.356,137.973,134.63
TPRKB,12.9103,13.2444,14.8726,12.9594,10.1845,10.6134
TPRN,12.8368,11.7005,10.3707,14.2651,12.8439,14.676
TPRX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPSAB1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPSB2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPSD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPSG1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPST1,22.6986,21.392,21.4158,23.3074,22.0237,21.3045
TPST2,121.041,92.1901,94.8856,57.5475,60.0039,63.0388
TPT1,2090.15,2177.24,2169.88,2433.07,2280.84,2363.83
TPTE,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TPTE2,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
TPTEP2-CSNK1E,0.0183664,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
TPX2,69.4181,78.648,80.8332,73.0598,62.8012,71.4167
TRA2A,58.3443,60.1393,65.0311,66.9601,61.107,61.9502
TRA2B,98.2873,115.572,120.074,117.979,109.488,110.721
TRABD,50.5394,53.8519,53.1659,52.9484,44.3036,47.1965
TRABD2A,0.532575,0.613858,0.674372,0.214368,0.157596,0.116632
TRABD2B,0.0734602,0.0372053,1.82E-06,0.0194898,0.0197012,1.94E-06
TRADD,27.1796,26.0982,25.8994,21.8848,21.551,24.0842
TRAF1,1.5059,6.41759,5.32206,4.11193,2.48211,2.07991
TRAF2,10.982,12.4073,10.9722,12.1409,11.8392,12.5183
TRAF3,33.2766,44.1047,39.8243,42.0937,40.9547,37.1079
TRAF3IP1,20.4214,19.4574,19.9212,18.7668,16.2125,17.4168
TRAF3IP2,18.2544,16.9834,19.2287,19.4683,21.157,22.9179
TRAF3IP3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRAF4,19.3012,18.8993,16.7134,30.2646,31.8537,28.9632
TRAF5,18.1809,18.0251,16.6405,24.8275,22.4571,23.4622
TRAF6,36.417,39.5472,38.6578,41.5285,37.5467,35.3779
TRAF7,165.153,170.224,165.694,236.699,250.771,254.429
TRAFD1,39.9797,37.7429,37.1632,33.9478,33.2326,32.365
TRAIP,2.77305,3.83195,4.11913,3.21549,3.09278,3.30453
TRAK1,181.865,187.561,182.517,169.193,218.386,206.611
TRAK2,97.6813,118.102,119.199,122.033,101.353,109.924
TRAM1,231.577,317.234,347.063,317.028,235.11,234.311
TRAM1L1,0.0918248,1.86E-06,0.018228,0.0584654,0.0394004,0.0194404
TRAM2,432.651,430.983,395.673,442.023,483.439,478.438
TRANK1,28.1713,29.6139,28.5058,30.6738,28.5442,29.8963
TRAP1,53.0186,50.9129,50.8511,44.1009,43.8505,44.6306
TRAPPC1,50.1721,46.3741,47.0236,57.1578,59.3932,60.7645
TRAPPC2,10.6698,10.1937,10.4983,9.95827,8.74646,9.87471
TRAPPC2B,2.66287,2.75305,3.24427,3.07908,2.91549,2.46868
TRAPPC2L,32.8175,32.2182,32.6067,30.0697,29.6867,31.4319
TRAPPC3,57.5546,63.2644,64.5937,58.9311,59.1962,57.3433
TRAPPC3L,0.606033,0.186019,0.382752,0.311807,0.29549,0.194386
TRAPPC4,28.7039,29.2977,28.4876,29.0174,29.3716,29.6824
TRAPPC5,0.936596,0.892884,0.965991,1.1303,1.14256,1.5162
TRAPPC6A,5.69302,5.72933,5.35851,7.61974,7.26902,7.36716
TRAPPC6B,37.0046,45.1277,48.099,41.4701,35.5768,37.069
TRAPPC8,64.625,72.0258,69.4236,64.3682,58.5855,58.704
TRAPPC9,37.7392,30.3394,30.8934,26.5619,31.5582,30.6349
TRAPPC10,44.7545,50.1502,47.9714,49.4406,48.8738,49.879
TRAPPC11,50.9801,52.7172,51.2157,45.8353,43.9884,43.3477
TRAPPC12,42.6242,40.9052,38.275,41.8598,43.949,42.4535
TRAPPC13,21.762,22.136,21.5798,18.9616,19.0295,17.9611
TRAPPC14,20.3112,20.4991,18.773,22.1382,22.6344,23.2872
TRARG1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRAT1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRDMT1,7.69476,6.26878,7.54565,8.18488,8.25398,8.57234
TRDN,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREH,0.0734602,0.0372053,0.018228,0.0194898,0.0787989,0.174948
TREM1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREM2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREML1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREML2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREML4,1.84E-06,0.055807,0.0364542,0.0194898,1.97E-06,1.94E-06
TRERF1,2.6445,1.95318,1.89553,1.11081,1.24105,1.18574
TREX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TREX2,0.404023,0.204621,0.455657,0.545661,0.334889,0.408208
TRH,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0394004,1.94E-06
TRHDE,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRHR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIAP1,27.0143,27.0841,26.0088,30.2061,27.6183,26.8056
TRIB1,10.2107,15.9975,14.8179,14.9666,11.0119,11.4687
TRIB2,30.0261,27.2515,27.0477,17.3442,21.9843,18.311
TRIB3,56.1773,173.461,143.805,103.967,49.8982,59.1705
TRIL,0.146919,0.148816,0.145811,1.94878,2.48211,2.72138
TRIM2,27.2714,28.4606,30.1097,19.4683,14.1441,14.3261
TRIM3,33.5154,31.0649,31.0392,31.8236,32.8189,32.5982
TRIM4,47.5276,49.4433,50.7964,47.0826,47.1994,46.9438
TRIM5,51.4943,65.7942,61.1489,75.4178,78.7772,75.8681
TRIM6,1.01005,1.0603,1.1118,1.26671,0.748573,0.855292
TRIM6-TRIM34,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM7,33.0012,27.1213,29.4536,13.5635,15.6412,17.1447
TRIM8,101.795,84.0797,85.6267,100.888,95.0291,96.4923
TRIM9,1.84E-06,0.0186036,0.018228,1.95E-06,0.0394004,1.94E-06
TRIM10,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
TRIM11,24.9575,28.9629,28.6516,28.7445,25.3923,25.2699
TRIM13,33.1848,30.5254,31.8776,40.2228,39.5955,38.9157
TRIM14,12.2308,11.3842,10.7717,6.52842,5.96887,8.22245
TRIM15,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM16,15.2426,27.1957,23.6212,19.4488,14.9911,15.5119
TRIM17,0.0183664,1.86E-06,0.018228,1.95E-06,1.97E-06,0.0194404
TRIM21,24.6636,26.5074,26.4827,19.9945,20.2311,20.5075
TRIM22,103.191,100.747,104.509,117.434,108.937,100.341
TRIM23,12.1023,13.356,13.2869,12.6281,10.9725,10.9049
TRIM24,35.3702,34.0783,31.5313,46.0692,35.7541,31.8596
TRIM25,293.466,299.19,291.565,227.598,200.44,211.062
TRIM26,49.8048,60.3067,59.1258,52.1884,46.1947,49.0042
TRIM27,69.5651,86.591,83.5489,89.7219,81.1411,81.6219
TRIM28,225.536,224.355,214.03,232.022,243.108,250.542
TRIM29,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM31,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM32,21.5049,20.127,19.6479,22.45,22.9693,22.1015
TRIM33,52.0085,57.9815,56.4648,71.5008,64.5938,65.7601
TRIM34,0.0183664,0.0186036,0.0729067,0.0584654,0.0787989,0.0777556
TRIM35,37.1699,39.2682,36.8352,34.2986,28.8397,30.3822
TRIM36,0.808044,1.32072,1.33052,1.2862,1.00466,0.738661
TRIM37,64.1108,71.0213,70.7359,74.0342,77.1816,72.6219
TRIM38,47.4908,53.4985,50.0674,58.5804,57.9945,57.4405
TRIM39,9.03538,13.1514,11.2456,11.9071,10.1845,10.6911
TRIM39-RPP21,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM40,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM41,38.5473,35.1944,37.6736,38.1376,33.469,34.7753
TRIM42,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM43,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM43B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM44,128.699,133.616,131.539,162.08,154.107,152.319
TRIM45,2.93834,2.84606,2.97087,3.11805,2.5018,3.42116
TRIM46,9.60468,7.23607,7.23581,10.2896,9.49503,10.1857
TRIM47,118.911,107.909,112.237,94.399,101.569,106.6
TRIM48,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM49,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM49B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM49C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM49D1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM49D2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM50,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM51,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM52,24.2229,24.5543,25.4985,26.4839,22.7132,21.6349
TRIM54,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,0.0194404
TRIM55,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
TRIM56,127.12,137.057,139.066,101.298,89.8285,87.4145
TRIM58,0.238741,0.0186036,0.0729067,0.136417,0.0394004,0.0388788
TRIM59,10.6698,11.4215,12.6672,12.4722,11.3862,11.4881
TRIM60,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM61,1.84E-06,1.86E-06,1.82E-06,0.0194898,0.0197012,1.94E-06
TRIM62,11.6432,11.4401,10.8446,12.6086,12.8636,13.4319
TRIM63,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
TRIM64,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM64B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM64C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM65,50.6312,46.7461,48.5182,49.9278,49.8785,48.8876
TRIM66,13.7,12.2399,11.4461,11.5563,11.7604,10.5356
TRIM67,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
TRIM68,19.9807,17.6902,19.0282,15.4928,14.5971,15.8229
TRIM69,24.3514,23.8846,24.4778,14.9472,13.1788,12.946
TRIM71,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIM72,0.0183664,1.86E-06,0.018228,0.0194898,0.0197012,1.94E-06
TRIM73,0.183648,0.148816,0.0729067,0.136417,0.0197012,0.0194404
TRIM74,1.84E-06,0.0186036,0.018228,1.95E-06,1.97E-06,1.94E-06
TRIM77,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIML1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIML2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRIO,216.886,261.094,235.647,250.516,245.689,245.293
TRIOBP,436.361,401.667,408.212,207.194,209.423,213.861
TRIP4,23.9107,25.8192,22.9286,24.5352,23.974,24.9395
TRIP6,103.448,93.2504,95.2137,84.9669,89.0799,86.0538
TRIP10,82.9528,78.3876,77.7712,78.4579,74.0297,78.3562
TRIP11,80.1798,93.6038,91.6778,88.3383,73.8327,76.9955
TRIP12,341.563,344.411,332.41,332.91,315.345,311.695
TRIP13,14.7651,18.7877,19.0099,19.9165,16.7443,18.7775
TRIQK,16.2159,17.4484,20.2311,18.7278,17.355,15.6479
TRIR,159.992,149.614,154.412,166.601,155.171,160.114
TRIT1,11.3493,11.5517,10.954,11.2055,11.2483,11.041
TRMO,6.06032,7.34768,7.78259,6.74278,6.14616,6.14254
TRMT1,40.8245,39.6402,40.1706,41.2362,37.2119,39.5572
TRMT1L,32.2666,32.832,34.6663,27.5558,25.1559,25.5032
TRMT2A,45.232,43.2676,41.9567,39.8136,42.7473,44.1252
TRMT2B,27.1245,27.3073,27.8132,28.8615,26.8698,28.1468
TRMT5,17.8137,19.4016,19.3016,18.2406,15.7791,15.6674
TRMT6,9.80669,11.6075,11.2273,10.1142,8.66766,9.85527
TRMT9B,1.84E-06,0.0186036,0.018228,1.95E-06,1.97E-06,1.94E-06
TRMT10A,5.72975,7.12446,7.1629,5.88532,4.70812,5.22893
TRMT10B,5.56447,5.65492,4.92108,4.89144,5.04301,5.50107
TRMT10C,13.0389,14.6581,14.8179,16.9544,15.7791,15.4147
TRMT11,4.44423,5.95255,5.77771,4.69656,4.45203,3.946
TRMT12,8.815,9.54268,8.78503,8.10693,8.49037,8.76672
TRMT13,14.3795,14.1559,15.4741,15.0836,11.5044,11.6242
TRMT44,13.7183,13.7839,12.3391,14.8302,14.8335,14.9676
TRMT61A,10.8351,12.2027,11.9746,11.1665,10.8346,11.1965
TRMT61B,11.3677,12.1283,12.4485,12.5502,11.721,12.2268
TRMT112,41.2836,42.5421,43.9252,43.0291,44.3233,43.542
TRMU,30.9811,31.3067,30.5471,35.4094,33.5084,32.7537
TRNAU1AP,23.3414,22.6011,22.7828,23.5023,23.2057,22.4514
TRNP1,62.4212,38.9334,41.4829,15.8631,19.581,19.0496
TRNT1,27.9142,29.2977,29.1802,27.1075,24.4664,24.1036
TRO,0.183648,0.0744087,0.127585,0.448222,0.354588,0.330455
TROAP,19.0441,21.6152,22.4911,20.5791,14.9714,19.0108
TRPA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPC1,11.2942,11.4773,11.4825,10.5624,7.52511,7.93087
TRPC3,0.0734602,0.0930104,0.0729067,0.0779532,1.97E-06,0.0388788
TRPC4,0.110189,0.111612,0.145811,0.175392,0.0590997,0.27214
TRPC4AP,141.316,147.679,138.41,137.662,145.893,145.924
TRPC5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPC5OS,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPC6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPC7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPM1,0.036731,0.0186036,0.0364542,0.0389776,0.0787989,0.0388788
TRPM2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPM3,0.3122,0.0930104,0.0729067,0.097441,0.157596,0.116632
TRPM4,59.7216,43.4722,44.4355,39.7551,39.4773,36.4276
TRPM5,0.0183664,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
TRPM6,0.0734602,0.0186036,0.0729067,0.116929,0.196994,0.0583172
TRPM7,63.1375,72.8071,72.0482,68.8894,61.107,62.7277
TRPM8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPS1,3.5811,4.66903,3.49943,3.60525,3.38827,3.24622
TRPT1,9.89852,7.71971,6.67079,11.6927,12.8439,12.9071
TRPV1,2.31394,2.28801,2.36941,2.61137,1.95023,1.96328
TRPV2,3.72801,3.2739,3.15314,2.26059,1.53654,2.1771
TRPV3,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPV4,3.41582,3.05068,2.9162,3.13754,3.38827,4.56803
TRPV5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRPV6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TRRAP,107.672,108.764,95.0315,109.619,108.365,108.816
TRUB1,12.8919,14.5837,14.8544,16.019,13.1394,13.4319
TRUB2,37.1332,37.8173,39.1134,40.1059,39.0439,39.9071
TSACC,0.0183664,0.0744087,0.018228,0.0584654,0.0590997,1.94E-06
TSBP1,0.0550956,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
TSC1,64.7903,68.6217,61.3676,73.1767,72.5523,70.2115
TSC2,214.976,177.256,172.42,153.447,159.071,156.421
TSC22D1,223.405,200.006,202.584,118.135,109.567,112.684
TSC22D2,31.2198,44.5325,42.139,54.1371,53.444,52.2699
TSC22D3,127.45,116.279,112.146,37.5335,28.3472,31.393
TSC22D4,111.436,100.877,94.9403,132.303,125.819,131.909
TSEN2,11.1657,10.51,9.58699,8.30181,8.64796,8.06694
TSEN15,17.9789,20.4991,23.1291,17.7144,16.764,16.581
TSEN34,29.769,29.1675,28.8885,32.7395,31.3218,32.19
TSEN54,22.4048,19.9968,20.14,16.4867,13.0212,13.1792
TSFM,0.257106,0.52085,0.309847,0.350783,0.393987,0.505401
TSG101,38.6942,41.3888,39.0041,40.5347,41.3487,40.6652
TSGA10,1.26716,0.799875,1.07535,1.11081,1.43805,1.16631
TSGA10IP,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSGA13,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSHB,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSHR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSHZ1,41.9447,36.2733,40.3164,36.793,33.6463,36.2332
TSHZ2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSHZ3,23.0292,18.3041,17.7888,16.7595,16.4292,16.7559
TSKS,1.84E-06,0.0372053,0.0364542,0.0584654,1.97E-06,1.94E-06
TSKU,18.0708,15.8487,14.3258,10.8547,9.27834,8.70841
TSLP,0.422387,3.1995,3.15314,1.71493,0.157596,0.252701
TSN,74.2848,81.2337,81.8175,82.3555,78.3044,83.5852
TSNARE1,9.53122,8.6498,9.0402,8.94491,8.64796,9.60258
TSNAX,15.2793,14.8814,17.242,17.1883,16.114,14.5205
TSNAX-DISC1,1.84E-06,0.0372053,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSNAXIP1,1.28552,0.967291,1.09357,1.03286,1.00466,1.36069
TSPAN1,0.899867,0.874282,0.929539,0.214368,0.196994,0.136071
TSPAN2,0.238741,0.372036,0.419205,0.233856,0.57128,0.349893
TSPAN3,246.361,238.176,237.323,230.249,238.164,237.168
TSPAN4,78.6739,84.9168,78.9559,68.6556,66.2682,69.9394
TSPAN5,57.2057,45.909,46.6044,52.3053,49.8194,51.6479
TSPAN6,27.8958,27.8282,27.0477,42.7952,46.0962,44.1641
TSPAN7,44.4056,30.079,25.5349,12.6086,10.874,10.8855
TSPAN8,0.146919,0.055807,0.0364542,0.214368,0.236393,0.233263
TSPAN9,267.462,217.696,215.252,174.241,187.99,190.516
TSPAN10,0.275471,0.260426,0.0729067,0.19488,0.29549,0.27214
TSPAN11,2.55268,1.17191,0.929539,2.04622,1.12286,1.18574
TSPAN12,10.9086,8.20335,8.74858,12.3748,9.98751,10.1274
TSPAN13,16.0139,21.0943,19.739,48.018,43.3777,39.5183
TSPAN14,371.167,286.69,285.751,243.149,259.734,266.501
TSPAN15,6.09705,4.70623,4.88463,41.1388,32.5234,30.5961
TSPAN16,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPAN17,81.0797,73.4023,73.4699,83.0376,85.3962,84.4016
TSPAN18,135.439,107.313,95.6147,73.2547,76.433,76.6845
TSPAN19,0.0183664,0.0186036,0.0364542,0.0584654,0.0197012,0.0194404
TSPAN31,28.5018,26.1726,28.1048,24.2428,23.7179,22.1209
TSPAN32,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
TSPAN33,0.0183664,0.0186036,1.82E-06,0.0194898,0.0590997,0.0194404
TSPEAR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPO,166.273,149.911,141.326,136.415,143.016,150.687
TSPO2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPOAP1,1.84E-06,0.0372053,1.82E-06,0.0194898,1.97E-06,1.94E-06
TSPY1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPY2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPY3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPY4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPY8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPY10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSPYL1,79.2799,78.4806,82.0179,83.5832,89.0208,91.0495
TSPYL2,27.4,60.5858,59.3445,48.7585,30.1989,29.5269
TSPYL4,50.0802,47.4716,48.6093,57.9568,62.8406,61.6975
TSPYL5,3.63619,3.75755,3.08023,4.38476,4.49143,3.59611
TSPYL6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSR1,59.5013,62.1111,62.2061,59.126,54.4881,56.5269
TSR2,28.1529,27.8468,28.7792,30.6933,30.4353,29.2548
TSR3,51.733,49.2015,48.3906,53.5525,52.3409,52.6975
TSSC4,26.5368,27.9026,24.4778,27.6922,26.5743,27.5442
TSSK1B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
TSSK2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TSSK3,0.3122,0.316231,0.218716,0.233856,0.275791,0.233263
TSSK4,0.0183664,0.055807,0.127585,0.0779532,0.0394004,0.0194404
TSSK6,0.716221,0.892884,0.984217,0.760027,0.472784,0.660908
TST,21.0825,18.3785,15.7474,23.171,26.6531,26.4362
TSTD1,2.46086,1.99038,2.36941,3.48832,2.6791,2.50756
TSTD2,22.5517,26.4702,28.0684,26.2111,25.5893,25.0755
TSTD3,4.77479,3.92496,4.55655,4.91093,4.39293,3.946
TTBK1,0.293835,0.167417,0.273395,0.175392,0.137897,0.27214
TTBK2,29.1446,31.5299,30.5654,39.4823,39.8515,39.5183
TTC1,44.1301,47.3041,46.7138,45.8548,44.8158,46.1079
TTC3,163.298,177.665,172.456,215.321,223.507,221.753
TTC4,0.532575,0.688265,0.473883,0.779514,0.728874,0.583154
TTC5,19.595,20.9641,20.3951,20.053,19.0098,20.7991
TTC6,1.84E-06,0.0186036,1.82E-06,0.0194898,1.97E-06,1.94E-06
TTC7A,52.2105,52.4196,52.9836,38.5274,35.6556,38.2937
TTC7B,65.2127,53.4055,52.7284,48.7975,46.3523,46.9438
TTC8,13.296,12.9096,12.3027,10.1337,9.96781,9.99134
TTC9,0.238741,0.186019,0.0911329,0.272831,0.157596,0.174948
TTC9B,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
TTC9C,18.5299,19.755,20.304,19.0981,18.2021,19.0691
TTC12,3.28726,3.08789,2.5699,2.33854,2.02902,2.06047
TTC13,24.0392,21.7268,22.7099,28.4522,27.1061,28.1274
TTC14,51.531,51.5081,56.3554,58.8727,52.7151,50.6371
TTC16,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
TTC17,79.684,89.065,88.9986,95.6852,89.336,89.2612
TTC19,50.6495,49.3131,47.9167,38.5469,40.3046,39.596
TTC21A,9.76996,9.71009,9.07665,7.56127,8.11609,7.6393
TTC21B,26.0226,27.0655,24.9881,29.7774,27.9532,28.3218
TTC22,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TTC23,21.8722,21.0571,20.7414,21.0079,20.763,21.46
TTC23L,1.84E-06,1.86E-06,0.0546805,1.95E-06,0.0394004,0.0388788
TTC24,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
TTC26,9.31085,10.603,11.4643,9.80237,8.23428,8.22245
TTC27,28.4835,29.4093,30.2373,23.8141,24.427,24.4146
TTC28,111.418,86.7584,81.3618,69.4935,85.0416,83.7795
TTC29,0.128554,0.204621,0.109359,0.0389776,0.0197012,0.0194404
TTC30A,6.04195,6.00835,6.92596,5.67096,4.66872,5.365
TTC30B,4.94008,4.98526,5.6319,4.44322,3.72316,3.55723
TTC31,28.0978,28.2188,28.7792,25.7044,24.3286,25.892
TTC32,2.53432,2.90187,2.86152,4.13142,2.6397,2.76026
TTC33,13.9204,17.3368,17.9893,16.2333,12.4499,12.8294
TTC34,0.918231,0.52085,0.510336,0.682075,0.55158,0.544277
TTC36,0.0550956,0.0744087,0.182264,0.175392,0.157596,0.233263
TTC38,22.6986,21.4106,20.6867,23.8141,25.4317,26.1447
TTC39A,1.04678,0.465045,0.565014,0.428734,0.413686,0.563716
TTC39B,6.75817,8.50098,7.63678,7.61974,6.04767,6.22029
TTC39C,3.01179,3.94356,3.73637,3.58576,2.5412,2.39093
TTF1,13.7918,14.5093,15.5105,14.5964,13.5137,14.19
TTF2,22.2579,24.9635,25.5714,23.0346,22.201,22.9568
TTI1,26.0226,27.977,26.264,25.0808,23.8952,24.5313
TTI2,15.3895,16.3137,17.0233,16.6231,16.1534,16.2311
