Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
KIAA0586,32.1748,33.5947,34.2288,31.8626,30.7702,31.7624
KIAA0753,24.278,25.1495,24.4596,28.043,24.0725,25.4643
KIAA0825,3.28726,2.45543,2.71571,1.24722,1.26075,1.28294
KIAA0930,140.342,124.762,124.139,134.096,137.067,137.682
KIAA1143,26.7939,26.0982,25.5896,23.8531,22.9496,23.2289
KIAA1191,130.407,128.408,128.896,135.966,135.176,138.518
KIAA1210,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
KIAA1217,0.348929,0.241824,0.164038,0.389758,0.413686,0.252701
KIAA1328,4.81152,4.3528,4.13735,4.42374,4.39293,4.66522
KIAA1522,240.668,202.535,205.409,113.672,116.797,124.795
KIAA1549,10.2658,12.2771,10.8628,20.1309,20.7039,19.0496
KIAA1549L,102.86,87.5024,90.8394,88.9424,101.293,102.732
KIAA1586,11.2942,11.068,11.6101,13.1738,10.4406,10.1663
KIAA1614,2.84651,2.80886,2.31473,2.43598,1.47744,1.6717
KIAA1671,323.456,275.324,271.06,213.528,208.595,219.596
KIAA1755,0.0918248,1.86E-06,0.018228,1.95E-06,1.97E-06,0.0777556
KIAA1958,1.37735,1.35793,1.62213,4.46271,3.82165,3.75161
KIAA2012,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
KIAA2013,55.1305,50.113,51.89,60.5681,62.7224,61.9308
KIAA2026,46.5542,47.0065,45.1828,45.9523,42.2746,45.6219
KICS2,4.92171,5.20848,5.59545,4.13142,2.81699,3.86824
KIDINS220,131.215,141.54,134.71,139.65,142.819,129.79
KIF1A,1.84E-06,1.86E-06,1.82E-06,0.0779532,0.0590997,0.0388788
KIF1B,117.442,127.366,122.589,126.106,119.003,115.62
KIF1C,532.187,492.629,504.319,427.056,456.195,448.677
KIF2A,57.4077,57.0514,56.9569,69.4156,62.3481,66.6543
KIF2B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIF2C,16.2159,20.034,21.4158,19.7022,15.6018,19.6134
KIF3A,14.7835,15.4766,14.7632,19.5658,15.523,15.8617
KIF3B,89.8028,81.6801,80.0677,76.2948,71.5476,74.8767
KIF3C,59.7767,49.2387,50.1403,75.0671,75.4875,76.8789
KIF4A,21.5968,25.689,26.7925,25.7434,18.9901,22.6457
KIF4B,0.257106,0.279027,0.291621,0.292319,0.157596,0.311016
KIF5A,0.348929,0.148816,0.218716,0.448222,0.29549,0.194386
KIF5B,283.972,315.336,322.403,317.534,286.387,285.9
KIF5C,0.0550956,0.0744087,0.0729067,0.097441,0.0197012,0.155509
KIF6,1.84E-06,0.0186036,0.0364542,1.95E-06,1.97E-06,1.94E-06
KIF7,16.4914,15.9975,15.3647,16.6816,19.7189,17.3974
KIF9,7.25401,7.40348,6.85306,8.00949,7.58421,7.46435
KIF11,39.8695,46.8391,49.6117,42.1716,33.6069,39.8487
KIF12,0.0550956,1.86E-06,1.82E-06,0.0584654,0.137897,0.0194404
KIF13A,66.4798,79.9687,76.2038,90.1896,106.868,98.9026
KIF13B,94.9817,90.5345,82.346,85.532,84.49,82.2439
KIF14,13.8836,18.2855,21.0695,19.1955,14.5971,16.7753
KIF15,12.0288,12.7794,14.7086,11.3029,9.33744,11.041
KIF16B,10.2474,10.7146,10.8446,9.10081,8.27368,9.91359
KIF17,0.587669,0.74407,0.546788,0.526173,0.31519,0.349893
KIF18A,4.66461,5.4689,6.26982,6.84022,4.49143,4.78185
KIF18B,21.2846,25.8192,26.4827,23.0541,19.4431,22.2375
KIF19,1.8181,1.0975,2.02311,0.292319,0.236393,0.213824
KIF20A,39.4104,39.7705,44.5631,39.5603,32.4643,37.866
KIF20B,19.0441,22.8801,24.0951,21.2807,17.0398,19.1857
KIF21A,12.5614,16.7043,16.4583,14.2066,13.3364,12.1879
KIF21B,7.82332,7.96153,8.71213,7.13254,7.26902,7.7948
KIF22,27.051,31.9391,31.185,30.7128,26.4167,28.73
KIF23,27.4367,31.6415,34.6116,30.9856,24.2104,29.2159
KIF24,6.90509,9.00323,8.54809,7.48332,5.92947,6.82288
KIF25,0.036731,0.0372053,0.0546805,1.95E-06,1.97E-06,1.94E-06
KIF26A,53.6613,44.0488,41.9567,30.0892,34.2964,36.1554
KIF26B,0.385658,0.409239,0.3463,1.1303,0.925866,0.855292
KIF27,3.41582,3.68314,4.30139,3.80013,3.09278,3.28509
KIFAP3,30.0261,28.535,30.0368,27.4194,28.0123,28.0496
KIFBP,54.8183,56.3446,55.918,57.8203,57.0884,57.9459
KIFC1,22.0191,26.154,28.3235,27.6337,23.6194,26.4751
KIFC2,73.4767,58.5582,55.6264,66.395,62.3678,61.3087
KIFC3,71.7872,81.3825,83.6583,70.7408,70.0505,69.7256
KIN,10.9637,12.9468,13.3416,13.0373,12.312,11.9546
KIR2DL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR2DL3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR2DL4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR2DS4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR3DL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR3DL2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR3DL3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR3DP1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIR3DX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIRREL1,99.1688,92.8411,90.3838,97.4585,108.188,103.762
KIRREL2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIRREL3,0.0183664,0.055807,0.018228,1.95E-06,0.0197012,0.0194404
KISS1,0.146919,0.186019,0.255169,0.857466,0.689475,0.7581
KISS1R,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KIT,0.624398,0.502248,0.20049,26.9711,22.9102,25.0755
KITLG,48.96,150.451,138.136,97.9068,51.0604,51.4146
KIZ,8.96192,10.1565,10.7352,9.35415,8.05699,8.86392
KL,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLB,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
KLC1,84.7526,84.0053,77.9535,64.8165,61.1858,58.6457
KLC2,49.364,59.7301,58.4879,66.6678,64.9681,62.0668
KLC3,1.84E-06,0.0372053,0.018228,0.0194898,0.0197012,0.0194404
KLC4,14.508,14.807,14.0889,19.975,21.6298,23.501
KLF1,0.036731,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
KLF2,509.709,407.005,416.323,82.7258,81.1411,80.5528
KLF3,166.659,171.229,175.154,110.262,102.003,100.885
KLF4,139.865,150.246,150.421,22.0797,13.7107,14.6954
KLF5,1.65281,1.87877,2.26005,4.09244,3.70346,3.38228
KLF6,284.669,349.266,333.813,436.235,396.979,392.034
KLF7,82.3468,102.83,97.4555,74.5019,71.2324,68.6565
KLF8,7.43766,3.2553,2.58812,1.01337,0.453084,0.602593
KLF9,107.249,110.55,113.914,56.2223,46.2144,46.9243
KLF10,77.8475,79.8757,87.176,56.4367,50.0951,49.4319
KLF11,31.6606,48.3644,49.2837,40.1254,38.315,41.1122
KLF12,30.4852,25.3541,23.8034,35.0391,32.3461,35.7667
KLF13,204.526,201.605,199.468,149.939,146.326,149.384
KLF14,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLF15,2.3323,3.2553,2.38764,5.41761,4.58992,5.53995
KLF16,53.6613,52.6056,49.0103,52.4027,53.8577,51.9394
KLF17,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLF18,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHDC1,2.53432,2.08339,2.6428,1.61749,1.53654,1.69114
KLHDC2,33.0012,35.6781,34.2653,38.0012,37.8619,39.3045
KLHDC3,65.1392,60.8648,58.9253,72.8844,79.4667,79.9113
KLHDC4,33.5521,34.0597,32.716,35.3509,31.9916,31.5485
KLHDC7A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHDC7B,0.0734602,0.297629,0.473883,0.331295,0.0394004,1.94E-06
KLHDC8A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHDC8B,56.0855,43.1374,40.444,58.0542,59.2159,57.5571
KLHDC9,2.18539,1.43233,1.76794,1.22773,1.28045,1.36069
KLHDC10,65.7452,64.6037,61.4041,57.528,55.9261,53.8055
KLHL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL2,31.4034,31.9205,30.7112,25.1393,19.5416,20.3715
KLHL3,45.0851,28.5536,28.1595,29.1538,28.4851,30.4989
KLHL4,21.7804,16.4625,18.7912,25.9967,24.6831,26.3002
KLHL5,155.713,178.409,182.007,129.691,105.351,106.289
KLHL6,20.4214,20.6851,20.6138,23.9115,20.1326,20.4686
KLHL7,29.3466,30.172,30.2191,35.6822,32.4643,32.6371
KLHL8,13.2041,13.6909,13.9795,14.0897,12.1347,11.7602
KLHL9,79.4085,79.5595,79.6303,76.9769,76.827,77.2677
KLHL10,0.0550956,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0388788
KLHL11,8.83337,8.94742,9.27714,8.18488,8.09639,8.72785
KLHL12,37.225,37.6499,36.9992,36.5786,34.3555,34.1533
KLHL13,29.4752,20.2759,16.4218,21.4171,26.791,23.987
KLHL14,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL15,8.5579,10.6588,9.51408,9.08132,6.61894,6.58962
KLHL17,20.3847,16.7043,17.7523,21.8458,23.1269,22.0626
KLHL18,34.8193,34.7108,32.388,36.4617,36.7982,37.1079
KLHL20,37.0965,35.4735,36.9445,36.1109,36.5224,35.1058
KLHL21,98.6362,125.989,114.825,115.192,96.1323,95.8119
KLHL22,21.56,18.7319,17.9346,18.3185,18.2218,17.8639
KLHL23,3.65456,4.18539,4.39252,9.99725,9.06165,10.2246
KLHL24,49.0335,54.4286,53.8767,74.346,66.8395,68.1705
KLHL25,4.38914,5.15267,4.9393,6.78176,6.99323,6.90064
KLHL26,8.2457,7.42208,7.14468,6.99613,7.48571,8.49459
KLHL28,10.0087,13.3932,13.9066,14.8497,11.1104,10.5356
KLHL29,21.5049,37.5382,33.1899,27.7701,21.7874,21.149
KLHL30,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL31,0.0550956,0.0744087,1.82E-06,1.95E-06,0.0197012,1.94E-06
KLHL32,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
KLHL33,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0394004,0.0388788
KLHL34,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL35,0.789679,1.0231,1.18471,1.22773,1.22135,1.0108
KLHL36,73.4033,69.6634,67.2365,73.586,69.4989,68.4621
KLHL38,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL40,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLHL41,0.238741,0.148816,0.0911329,0.136417,0.275791,0.174948
KLHL42,46.4073,50.1688,52.7284,56.69,51.3362,50.3066
KLK1,0.3122,0.297629,0.20049,0.0194898,1.97E-06,0.0583172
KLK2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
KLK3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK11,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLK13,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
KLK14,0.0918248,0.130214,0.145811,0.0779532,0.137897,0.0388788
KLK15,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLKB1,1.84E-06,0.0186036,0.018228,1.95E-06,1.97E-06,0.0194404
KLLN,0.881502,0.576655,0.674372,0.487197,0.650077,0.583154
KLRB1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRC1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRC2,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
KLRC3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRC4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRC4-KLRK1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRD1,0.899867,0.837079,0.765503,0.662588,0.512182,0.485962
KLRF1,0.128554,0.0744087,0.109359,0.0779532,0.0787989,0.116632
KLRF2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KLRG1,5.6012,6.19437,4.61123,16.7011,16.2125,15.0065
KLRG2,0.036731,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
KLRK1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KMO,0.0183664,1.86E-06,0.018228,0.0389776,1.97E-06,0.0194404
KMT2A,82.7508,85.7911,74.1624,77.1717,73.1236,74.0603
KMT2B,96.4692,97.2311,89.8188,97.9068,95.9353,93.6154
KMT2C,77.8842,80.8988,69.1502,74.7552,72.2568,72.4275
KMT2D,177.347,198.48,168.957,180.204,173.117,170.358
KMT2E,151.141,137.987,140.524,126.008,126.568,127.36
KMT5A,26.0043,27.0655,26.1364,28.7445,26.594,27.8164
KMT5B,38.584,36.0687,36.8169,40.8465,39.7728,38.1576
KMT5C,6.68471,6.91984,6.26982,7.50281,7.38721,7.77536
KNCN,0.404023,0.111612,0.164038,1.95E-06,0.0197012,1.94E-06
KNDC1,0.036731,0.0186036,0.0364542,0.0194898,0.0394004,0.0388788
KNG1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KNL1,34.4336,40.7191,43.7429,37.1048,30.652,33.6868
KNOP1,18.8972,19.9782,19.6296,23.21,23.4224,23.8509
KNSTRN,24.1127,24.145,24.5325,23.3854,18.8916,20.8769
KNTC1,31.6055,36.2919,36.3431,36.8904,36.4239,36.8163
KPNA1,107.874,119.869,115.609,120.084,111.379,111.713
KPNA2,239.786,242.566,241.68,180.496,184.936,191.468
KPNA3,106.79,108.522,113.804,114.354,105.745,108.875
KPNA4,120.233,147.567,145.445,152.804,133.443,128.566
KPNA5,10.1923,9.84031,9.25892,11.4783,7.7024,8.82504
KPNA6,116.303,121.227,113.367,111.373,118.254,115.153
KPNA7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KPNB1,370.855,384.404,386.013,399.559,393.965,404.066
KPRP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KPTN,7.56621,7.51509,7.03532,6.85971,7.19022,7.892
KRAS,77.0211,77.3459,79.6121,58.5414,53.1091,51.0258
KRBA1,12.3777,11.9051,11.9199,16.0385,16.3307,15.9978
KRBA2,6.5378,5.98975,5.85062,15.0251,13.6122,13.5097
KRBOX1,1.84E-06,0.0372053,1.82E-06,1.95E-06,0.0787989,1.94E-06
KRBOX4,8.74155,9.28225,9.69635,10.0557,8.60857,9.15549
KRBOX5,13.2225,14.993,15.3647,15.1031,13.7304,13.2376
KRCC1,17.6851,19.6434,20.8143,19.936,17.7096,17.1252
KREMEN1,0.477481,0.390638,0.400978,0.272831,0.334889,0.233263
KREMEN2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRI1,35.7742,34.469,34.0283,30.401,28.7412,30.0129
KRIT1,13.4796,12.5934,15.2736,11.6342,10.9331,10.1469
KRR1,44.9932,50.6152,50.0674,48.7195,43.6338,45.3304
KRT1,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT2,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT6A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT6B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT6C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT7,7.9335,7.6453,9.60521,15.4538,26.3576,30.2462
KRT8,16.4914,14.9372,15.4376,13.4661,12.2135,12.4406
KRT9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT10,14.6549,20.7967,20.0306,22.7618,22.0828,23.4816
KRT12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT13,0.0183664,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
KRT14,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT15,1.39571,0.930087,1.0389,0.272831,0.256092,0.213824
KRT16,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT17,0.110189,0.111612,0.0546805,0.0389776,0.0590997,0.0583172
KRT18,113.512,109.824,120.894,53.1822,58.4673,63.4081
KRT19,10.6147,5.84094,8.51164,2.70881,2.06842,2.52699
KRT20,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT23,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT24,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT25,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT26,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT27,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT28,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT31,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT32,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT33A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT33B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT34,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT35,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT36,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT37,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT38,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT39,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT40,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT71,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT72,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT73,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT74,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT75,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT76,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT77,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT78,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT79,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
KRT80,0.899867,0.706867,1.18471,3.81961,4.31413,5.55939
KRT81,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT82,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT83,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT84,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT85,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRT86,1.84E-06,0.0372053,1.82E-06,0.0194898,1.97E-06,1.94E-06
KRT222,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP1-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP1-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP1-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP1-5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP2-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP2-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP2-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP2-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP3-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP3-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP3-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-11,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP4-16,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
KRTAP5-2,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP5-7,0.110189,0.0186036,1.82E-06,0.0194898,0.0197012,1.94E-06
KRTAP5-8,0.0183664,1.86E-06,0.018228,1.95E-06,1.97E-06,0.0388788
KRTAP5-9,0.0550956,0.0186036,0.0364542,0.136417,0.0590997,0.0777556
KRTAP5-10,0.0183664,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
KRTAP5-11,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP6-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP6-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP6-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP7-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP8-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP9-9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
